"A302103 - Means of transportation (18) (Workers 16 years and over)"
"Current date: 12/8/2021 7:36:33 PM (Eastern Standard Time)"
"RESIDENCE","WORKPLACE","Means of Transportation 18","Output","Workers 16 and Over",
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Total, means of transportation","Estimate","20"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Total, means of transportation","Margin of Error","36"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Car, truck, or van -- Drove alone","Estimate","20"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Car, truck, or van -- Drove alone","Margin of Error","36"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Car, truck, or van -- In a 2-person carpool","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Car, truck, or van -- In a 3-person carpool","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Car, truck, or van -- In a 4-person carpool","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Car, truck, or van -- In a 5-or-6-person carpool","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Car, truck, or van -- In a 7-or-more-person carpool","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Bus or trolley bus","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Streetcar or trolley car","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Subway or elevated","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Railroad","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Ferryboat","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Bicycle","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Walked","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Taxicab","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Motorcycle","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Other method","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Worked at home","Margin of Error","12"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Auto","Estimate","20"
"TAZ 00102512, Contra Costa County, California","TAZ 00104628, Solano County, California","Auto","Margin of Error","45"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Total, means of transportation","Estimate","4"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Total, means of transportation","Margin of Error","17"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Car, truck, or van -- Drove alone","Estimate","4"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Car, truck, or van -- Drove alone","Margin of Error","17"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Car, truck, or van -- In a 2-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Car, truck, or van -- In a 3-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Car, truck, or van -- In a 4-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Car, truck, or van -- In a 5-or-6-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Car, truck, or van -- In a 7-or-more-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Bus or trolley bus","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Streetcar or trolley car","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Subway or elevated","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Railroad","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Ferryboat","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Bicycle","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Walked","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Taxicab","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Motorcycle","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Other method","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Worked at home","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Auto","Estimate","4"
"TAZ 00102514, Contra Costa County, California","TAZ 00104571, Solano County, California","Auto","Margin of Error","32"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Total, means of transportation","Estimate","15"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Total, means of transportation","Margin of Error","22"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Car, truck, or van -- Drove alone","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Car, truck, or van -- In a 2-person carpool","Estimate","15"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Car, truck, or van -- In a 2-person carpool","Margin of Error","22"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Car, truck, or van -- In a 3-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Car, truck, or van -- In a 4-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Car, truck, or van -- In a 5-or-6-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Car, truck, or van -- In a 7-or-more-person carpool","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Bus or trolley bus","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Streetcar or trolley car","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Subway or elevated","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Railroad","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Ferryboat","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Bicycle","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Walked","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Taxicab","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Motorcycle","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Other method","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Worked at home","Margin of Error","12"
"TAZ 00102514, Contra Costa County, California","TAZ 00104593, Solano County, California","Auto","Estimate","15"
